Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2014-0345-THA,2014,0345,,Natural,Hydrological,Flood,Riverine flood,,,Thailand,THA,South-Eastern Asia,Asia,"Sukhothai, Phra Nakhon Si Ayudhya provinces",Monsoonal rain,,,,,,,334449,Km2,,,,,2014,9,1,2014,9,8,10,,73260,,73260,,,,,10000,11446,87.36629784,1,2896;2914,,"Phra Nakhon Si Ayudhya, Sukhothai (Adm1)."
2014-0493-THA,2014,0493,,Natural,Hydrological,Flood,Riverine flood,,,Thailand,THA,South-Eastern Asia,Asia,"Nakhon Si Thammarat, Phatthalung, Narathiwat provinces",Heavy rains,,,,,,,,Km2,,,,,2014,12,,2014,12,,4,,27140,,27140,,,,,,,87.36629784,1,2880;2882;2890,,"Nakhon Si Thammarat, Narathiwat, Phatthalung (Adm1)."
2014-0522-THA,2014,0522,,Natural,Hydrological,Flood,Riverine flood,,,Thailand,THA,South-Eastern Asia,Asia,"Krabi, Nakhon Si Thammarat, Narathiwat, Pattani, Phangnga, Phatthalung, Phuket, Satun, Songkhla, Surat Thani, Trang, Yala provinces",,,,,,,,,Km2,,,,,2014,12,13,2014,12,31,15,8,18880,,18888,,,,,,,87.36629784,1,2867;2880;2882;2887;2889;2890;2898;2910;2913;2916;2920;2925,,"Krabi, Nakhon Si Thammarat, Narathiwat, Pattani, Phangnga, Phatthalung, Phuket, Satun, Songkhla, Surat Thani, Trang, Yala (Adm1)."
2014-0089-THA,2014,0089,,Natural,Meteorological,Extreme temperature,Cold wave,,,Thailand,THA,South-Eastern Asia,Asia,"Loei, Tak, Nan, Chiang Mai, Nakhon Phanom, Nong Bua Lamphu provinces",,,,,,Yes,,2,�C,,,,,2014,1,,2014,1,,63,,1000000,,1000000,,,,,,,87.36629784,1,2859;2870;2877;2881;2883;2918,,"Chiang Mai, Loei, Nakhon Phanom, Nan, Nong Bua Lamphu, Tak (Adm1)."
2014-0079-THA,2014,0079,,Technological,Technological,Transport accident,Road,,,Thailand,THA,South-Eastern Asia,Asia,Prachinburi province,,,,,No,No,,,,,,,,2014,2,28,2014,2,28,15,13,,,13,,,,,,,87.36629784,,,,
2014-0098-THA,2014,0098,,Technological,Technological,Transport accident,Road,,,Thailand,THA,South-Eastern Asia,Asia,Tak province,,,,,No,No,,,,,,,,2014,3,24,2014,3,24,30,20,,,20,,,,,,,87.36629784,,,,
2014-0149-THA,2014,0149,,Technological,Technological,Transport accident,Road,,,Thailand,THA,South-Eastern Asia,Asia,Tak province,,,,,No,No,,,,,,,,2014,3,25,2014,3,25,30,20,,,20,,,,,,,87.36629784,,,,
2014-0075-THA,2014,0075,,Technological,Technological,Industrial accident,Collapse,,Construction plant of an hospital,Thailand,THA,South-Eastern Asia,Asia,Bangkok,,,,,No,No,,,m3,,,,,2014,2,25,2014,2,25,10,17,,,17,,,,,,,87.36629784,,,,
2014-9428-THA,2014,9428,,Natural,Climatological,Drought,Drought,,,Thailand,THA,South-Eastern Asia,Asia,"Ang Thong, Bangkok, Buriram, Chachoengsao, Chainat, Chaiyaphum, Chanthaburi, Chiang Mai, Chiang Rai, Chonburi, Chumphon, Kalasin, Kampaeng Phet, Kanchanaburi, Khon Kaen, Krabi, Lampang, Lamphun, Loei, Lopburi, Mae Hong Son, Maha Sarakham, Mukdahan, Nakhon Nayok, Nakhon Pathom, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nakhon Si Thammarat, Nan Narathiwat, Nong Khai, Nonthaburi, Pathum Thani, Pattani, Phangnga, Phatthalung, Phayao, Phetchabun, Phetchaburi, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Phuket, Prachuap Khilikhan, Ranong, Ratchaburi, Rayong, Roi Et, Sakon Nakhon, Samut Prakarn, Samut Sakhon, Samut Songkham, Saraburi, Satun, Si Saket, Singburi, Songkhla, Sukhothai, Suphanburi, Surat Thani, Surin, Tak, Trad, Trang, Uthai Thani, Uttaradit, Yala, Yasothon, Amnat Charoen, Nong Bua Lamphu, Phachinburi, Sa Kaeo, Ubon Ratchathani, Udon Thani provinces",Dry conditions,,,,,Yes,,,Km2,,,,,2014,3,,2014,3,,,,,,,,,,,,,87.36629784,1,2851;2852;2853;2854;2855;2856;2857;2858;2859;2860;2861;2862;2863;2864;2865;2866;2867;2868;2869;2870;2871;2872;2873;2874;2875;2876;2877;2878;2879;2880;2881;2882;2883;2884;2885;2886;2887;2888;2889;2890;2891;2892;2893;2894;2895;2896;2897;2898;2899;2900;2901;2902;2903;2904;2905;2906;2907;2908;2909;2910;2911;2912;2913;2914;2915;2916;2917;2918;2919;2920;2921;2923;2924;2925;2926,,"Amnat Charoen, Ang Thong, Bangkok, Buriram, Chachoengsao, Chainat, Chaiyaphum, Chanthaburi, Chiang Mai, Chiang Rai, Chonburi, Chumphon, Kalasin, Kampaeng Phet, Kanchanaburi, Khon Kaen, Krabi, Lampang, Lamphun, Loei, Lopburi, Mae Hong Son, Maha Sarakham, Mukdahan, Nakhon Nayok, Nakhon Pathom, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nakhon Si Thammarat, Nan, Narathiwat, Nong Bua Lamphu, Nong Khai, Nonthaburi, Pathum Thani, Pattani, Phachinburi, Phangnga, Phatthalung, Phayao, Phetchabun, Phetchaburi, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Phuket, Prachuap Khilikhan, Ranong, Ratchaburi, Rayong, Roi Et, Sa Kaeo, Sakon Nakhon, Samut Prakarn, Samut Sakhon, Samut Songkham, Saraburi, Satun, Si Saket, Singburi, Songkhla, Sukhothai, Suphanburi, Surat Thani, Surin, Tak, Trad, Trang, Ubon Ratchathani, Uthai Thani, Uttaradit, Yala, Yasothon (Adm1)."
2015-0121-MEX,2015,0121,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Mexico,MEX,Central America,Americas,"Acuna district (Coahuila province), Veracruz, Oaxaca provinces",,Flood,Hail,,,,,,Kph,,,,,2015,3,26,2015,3,28,14,229,1242,,1471,,,,,2000,2287,87.46993221,1;2,2047;2057,19775,"Oaxaca, Veracruz (Adm1). Acuna (Adm2)."
2015-9411-IDN,2015,9411,,Natural,Climatological,Drought,Drought,,,Indonesia,IDN,South-Eastern Asia,Asia,"Lani Jaya (Jayawijaya district, Papua province), Puncakjaya district (Papua province)",,Cold wave,Food shortage,,,,,,Km2,,,,,2015,7,,2015,7,,11,,,,,,,,,,,87.46993221,2,,73686;73832,"Jayawijaya, Puncakjaya (Adm2)."
2015-0129-IDN,2015,0129,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Indramayu district (Java Barat province),,Broken Dam/Burst bank,,,,,,7002,Km2,-6.55868,108.4,,Cimanuk river,2015,3,15,2015,3,23,,,8000,,8000,,,,,,,87.46993221,2,,18013,Indramayu (Adm2).
2015-0470-MEX,2015,0470,TC-2015-000144,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Patricia,Mexico,MEX,Central America,Americas,"Manzanillo district (Colima province), Coahuila, Nuevo leon, Tamaulipas provinces",,Flood,,,,,,270,Kph,283.812,-101.77,,,2015,10,22,2015,10,28,14,,15000,,15000,,,343000,392135,823000,940895,87.46993221,1;2,2034;2046;2055,19818,"Coahuila, Nuevo Leon, Tamaulipas (Adm1). Manzanillo (Adm2)."
2015-0415-IDN,2015,0415,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Sorong district (Papua Barat province),,,,,,,,7,Richter,-0.621,131.262,12:53,,2015,9,24,2015,9,24,,62,12185,,12247,,,,,,,87.46993221,2,,73855,Sorong (Adm2).
2015-0036-IDN,2015,0036,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Pesisir Selatan district (Sumatera Barat province),Torrential rains,,,,,,,,Km2,,,,,2015,1,23,2015,1,25,1,,8244,15,8259,,,,,,,87.46993221,2,,18212,Pesisir Selatan (Adm2).
2015-0056-IDN,2015,0056,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Gorontalo province,,,,,,,,,Km2,,,,,2015,2,5,2015,2,9,,,300,,300,,,,,,,87.46993221,1,73611,,Gorontalo (Adm1).
2015-0076-IDN,2015,0076,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Dki Jakarta, Jawa Barat, Jawa Timur, Jawa Tengah, Bali, Nusatenggara Barat provinces",Heavy rain,,,,,,,,Km2,,,,,2015,1,30,2015,2,2,2,,25000,,25000,,,,,,,87.46993221,1,1513;1516;1520;1521;1528;73613,,"Bali, Dki Jakarta, Jawa Barat, Jawa Tengah, Jawa Timur, Nusatenggara Barat (Adm1)."
2015-0077-IDN,2015,0077,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Dki Jakarta, Jawa Barat, Jawa Timur, Jawa Tengah, Bali, Nusatenggara Barat provinces",,,,,,,,,Km2,,,,,2015,2,8,2015,2,13,6,,,,,,,,,235000,268664,87.46993221,1,1513;1516;1520;1521;1528;73613,,"Bali, Dki Jakarta, Jawa Barat, Jawa Tengah, Jawa Timur, Nusatenggara Barat (Adm1)."
2015-0181-IDN,2015,0181,,Natural,Hydrological,Landslide,Landslide,,,Indonesia,IDN,South-Eastern Asia,Asia,"Banten, Daerah Istimewa Yogyakarta, Jawa Barat, Jawa Tengah, Jawa Timur provinces",Torrential rains,,,,,,,,,,,,,2015,5,6,2015,5,6,13,,,,,,,,,,,87.46993221,1,1515;1520;1521;73610;73613,,"Banten, Daerah Istimewa Yogyakarta, Jawa Barat, Jawa Tengah, Jawa Timur (Adm1)."
2015-0524-IDN,2015,0524,,Natural,Hydrological,Landslide,Landslide,,,Indonesia,IDN,South-Eastern Asia,Asia,"Lebong Tandai (Bengkulu Utara district, Bengkulu province)",,,,,,,,,,,,,,2015,12,3,2015,12,3,20,,,105,105,,,,,,,87.46993221,2,,73654,Bengkulu Utara (Adm2).
2015-0112-IDN,2015,0112,,Natural,Hydrological,Landslide,Rockfall,,,Indonesia,IDN,South-Eastern Asia,Asia,"Cimerak hamlet (Tegalpanjang village, Sukabumi district, Jawa Barat province)",Heavy rains,,,,,,,,,,,,,2015,3,28,2015,3,28,12,,,55,55,,,,,,,87.46993221,2,,18026,Sukabumi (Adm2).
2015-0429-IDN,2015,0429,,Natural,Climatological,Wildfire,Forest fire,,,Indonesia,IDN,South-Eastern Asia,Asia,"Jambi, Riau, Sumatera Selatan, Kalimantan Timur, Kalimantan Tengah, Kalimantan Selatan, Kalimantan Barat provinces",,,,,,Yes,,,Km2,,,,,2015,9,,2015,12,,19,,409664,,409664,,,,,1000000,1143250,87.46993221,1,1518;1522;1523;1524;1525;73618;73622,,"Jambi, Kalimantan Barat, Kalimantan Selatan, Kalimantan Tengah, Kalimantan Timur, Riau, Sumatera Selatan (Adm1)."
2015-0267-IDN,2015,0267,,Technological,Technological,Transport accident,Air,,Hercules C-130,Indonesia,IDN,South-Eastern Asia,Asia,Medan,,,,,No,No,,,,,,,,2015,6,30,2015,6,30,142,,,,,,,,,,,87.46993221,,,,
2015-0362-IDN,2015,0362,,Technological,Technological,Transport accident,Air,,ATR 42300,Indonesia,IDN,South-Eastern Asia,Asia,"Oksibil, Bintang mountains regions (Papua province)",,,,,,,,,,,,,,2015,8,16,2015,8,16,54,,,,,,,,,,,87.46993221,,,,
2015-0527-IDN,2015,0527,,Technological,Technological,Transport accident,Road,,,Indonesia,IDN,South-Eastern Asia,Asia,Jakarta,,,,,No,No,,,,,,,,2015,12,6,2015,12,6,16,,,,,,,,,,,87.46993221,,,,
2015-0538-IDN,2015,0538,,Technological,Technological,Transport accident,Water,,,Indonesia,IDN,South-Eastern Asia,Asia,"Kapuas river (Kalimantan province, Borneo Isl.)",,,,,No,No,,,,,,,,2015,12,13,2015,12,13,14,,,,,,,,,,,87.46993221,,,,
2015-0557-IDN,2015,0557,,Technological,Technological,Transport accident,Water,,Ferry,Indonesia,IDN,South-Eastern Asia,Asia,"Bone nay, Siwa (Sulawesi); Near Cel�bes",,,,,,,,,,,,,,2015,12,19,2015,12,19,78,37,,,37,,,,,,,87.46993221,,,,
2015-0412-IDN,2015,0412,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,Aceh Jaya District (Nanggroe Aceh Darussalam Province),Heavy rains,,,,No,No,,,Km2,,,,,2015,7,15,2015,7,,,,25750,,25750,,,,,,,87.46993221,2,,73625,Aceh Jaya (Adm2).
2015-0187-MEX,2015,0187,,Natural,Meteorological,Storm,Convective storm,Tornado,,Mexico,MEX,Central America,Americas,Acuna district (Coahuila province),,,,,,,,200,Kph,,,,,2015,5,25,2015,5,26,14,229,1350,741,2320,,,,,,,87.46993221,2,,19775,Acuna (Adm2).
2015-0382-MEX,2015,0382,,Natural,Hydrological,Flood,Riverine flood,,,Mexico,MEX,Central America,Americas,"Manzanillo district (Colima province), Cihuatlan district (Jalisco province), Morelia, Zamora, Apatzing�n districts (Michoacan province), Guerrero province",Heavy rain,,,,,,,60979,Km2,19.4811,-103.43,,,2015,3,13,2015,3,23,,,3000,,3000,,,,,,,87.46993221,1;2,2039,19818;20105;20333;20384;20436,"Guerrero (Adm1). Apatzingan, Cihuatlan, Manzanillo, Morelia, Zamora (Adm2)."
2015-0018-MEX,2015,0018,,Technological,Technological,Transport accident,Road,,,Mexico,MEX,Central America,Americas,Ciudad Obregron,,,,,No,No,,,,,,,,2015,1,27,2015,1,27,16,20,,,20,,,,,,,87.46993221,,,,
2015-0115-MEX,2015,0115,,Technological,Technological,Transport accident,Road,,,Mexico,MEX,Central America,Americas,Road of Cardenas-Coateacoalcos,,,,,No,No,,,,,,,,2015,3,26,2015,3,26,18,3,,,3,,,,,,,87.46993221,,,,
2015-0305-MEX,2015,0305,,Technological,Technological,Transport accident,Road,,,Mexico,MEX,Central America,Americas,Mazapil (Zacatecas state),,,,,No,No,,,,,,,,2015,7,29,2015,7,29,27,100,,,100,,,,,,,87.46993221,,,,
2015-0517-MEX,2015,0517,,Technological,Technological,Transport accident,Road,,,Mexico,MEX,Central America,Americas,Near Jalpan (Puebla State),,,,,No,No,,,,,,,,2015,11,22,2015,11,22,23,10,,,10,,,,,,,87.46993221,,,,
2015-0553-MEX,2015,0553,,Technological,Technological,Transport accident,Road,,,Mexico,MEX,Central America,Americas,Oaxaca state,,,,,No,No,,,,,,,,2015,12,19,2015,12,19,15,30,,,30,,,,,,,87.46993221,,,,
2015-0041-MEX,2015,0041,,Technological,Technological,Transport accident,Rail,,,Mexico,MEX,Central America,Americas,Anahuac,,,,,No,No,,,,,,,,2015,2,13,2015,2,13,20,31,,,31,,,,,,,87.46993221,,,,
2015-0552-THA,2015,0552,,Technological,Technological,Transport accident,Road,,,Thailand,THA,South-Eastern Asia,Asia,Doi Saket,,,,,No,No,,,,,,,,2015,12,20,2015,12,20,13,,,,,,,,,,,87.46993221,,,,
2015-9574-THA,2015,9574,,Natural,Climatological,Drought,Drought,,,Thailand,THA,South-Eastern Asia,Asia,42 provinces. 28 provinces in the North and Northeast,,,,,,,,,Km2,,,,,2015,1,,2017,5,,,,,,,,,,,3300000,3772725,87.46993221,1,2851;2852;2853;2854;2855;2856;2857;2858;2859;2860;2861;2862;2863;2864;2865;2866;2867;2868;2869;2870;2871;2872;2873;2874;2875;2876;2877;2878;2879;2880;2881;2882;2884;2885;2886;2887;2888;2889;2890;2891;2892;2893;2894;2895;2896;2897;2898;2899;2900;2901;2902;2903;2904;2905;2906;2907;2908;2909;2910;2911;2912;2913;2914;2915;2916;2917;2918;2919;2920;2921;2922;2923;2924;2925;2926,,"Amnat Charoen, Ang Thong, Bangkok, Buriram, Chachoengsao, Chainat, Chaiyaphum, Chanthaburi, Chiang Mai, Chiang Rai, Chonburi, Chumphon, Kalasin, Kampaeng Phet, Kanchanaburi, Khon Kaen, Krabi, Lampang, Lamphun, Loei, Lopburi, Mae Hong Son, Maha Sarakham, Mukdahan, Nakhon Nayok, Nakhon Pathom, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nakhon Si Thammarat, Nan, Narathiwat, Nong Khai, Nonthaburi, Pathum Thani, Pattani, Phachinburi, Phangnga, Phatthalung, Phayao, Phetchabun, Phetchaburi, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Phuket, Prachuap Khilikhan, Ranong, Ratchaburi, Rayong, Roi Et, Sa Kaeo, Sakon Nakhon, Samut Prakarn, Samut Sakhon, Samut Songkham, Saraburi, Satun, Si Saket, Singburi, Songkhla, Sukhothai, Suphanburi, Surat Thani, Surin, Tak, Trad, Trang, Ubon Ratchathani, Udon Thani, Uthai Thani, Uttaradit, Yala, Yasothon (Adm1)."
2016-0094-IDN,2016,0094,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Cicalengka, Rancaekek, Cileunyi, Solokan Jeruk, Majalaya, Ciparay, Baleendah, Dayeuhkolot, Bojongsoang, Pameungpeuk, Banjaran, Arjasri, Cangkuang, Katapang and Kutawaringin districts areas (Bandung, Jawa Barat province)",Monsoonal rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,Citarum river,2016,3,8,2016,3,13,5,,24000,,24000,,,,,,,88.57345288,2,,73636,Bandung (Adm2).
2016-0040-IDN,2016,0040,FL-2016-000009,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Dharmasraya, Kota Payakumbuh, Kota Solok, Limapuluhkoto, Kota Pasaman, Solok, Solok Selatan, Sawahlunto/sijunjung districts (Sumatera Barat province), Bangka Tengah, Bangka Selatan, Bangka Barat, Kota Pangkalpinang districts (Bangka Belitung province), Kampar, Rokanhulu districts (Riau province), Aceh Besar, Aceh Utara, Pidie (Nangroe Aceh Darussalam province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,235819,Km2,-246.543,103.35,,"Rokan, Muara Bandar, Palis, Batang Lubuh, Batang Bangko, Batng Suliti, Batang Lolo rivers",2016,2,7,2016,2,12,8,,80313,,80313,,,,,2000,2258,88.57345288,2,,17960;17968;18207;18208;73632;73639;73640;73641;73670;73688;73742;73745;73746;73836;73842;73852;73853,"Aceh Besar, Aceh Utara, Bangka Barat, Bangka Selatan, Bangka Tengah, Dharmasraya, Kampar, Kota Pangkalpinang, Kota Pasaman, Kota Payakumbuh, Kota Solok, Limapuluhkoto, Pidie, Rokanhulu, Sawahlunto/sijunjung, Solok, Solok Selatan (Adm2)."
2016-0092-IDN,2016,0092,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Sarolangun district (Jambi province), Cianjur district (Jawa Barat province), Tanahbumbu district (Kalimantan Selatan province), Dki Jakarta, Lampung, Sumatera Selatan, Kalimantan Barat, Sulawesi Selatan provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,3,7,2016,3,8,6,,12500,,12500,,,,,,,88.57345288,1;2,1516;1522;1526;73620;73622,18010;73841;73860,"Dki Jakarta, Kalimantan Barat, Lampung, Sulawesi Selatan, Sumatera Selatan (Adm1). Cianjur, Sarolangun, Tanahbumbu (Adm2)."
2016-0216-IDN,2016,0216,FF-2016-000062,Natural,Hydrological,Landslide,Landslide,,,Indonesia,IDN,South-Eastern Asia,Asia,"Banjarnegara, Purworejo (Karangrejo Loano), Kebumen, Sukoharjo, Banyumas, Rembang, Karanganyar, Wonogiri, Wonosobo, Surakarta (Jawa Tengah province, Java Isl.), Padang City (Koto Tangah, Lubuk Bengalung, Nanggalo, Padang Selatan, Padang Burat, Bungus Teluk Kabung, Padang Timur; Lubuk Buaya, Tunggul Hitam, Pangambiran, Ampalu, Banda Gadung, Maransi, Parang Jambu, Jondul, Seberang Padang, Pampang, Seberang Palinggam, Lolong, Bungus and Marapalan villages) (Sumatera Barat)",Torrential rains,Flood,,,,,,,,,,,Bengawan Solo River,2016,6,17,2016,6,21,62,,,,,,,,,25000,28225,88.57345288,2,,18030;18031;18040;18041;18047;18055;18056;18059;18062;18063;18204,"Banjarnegara, Banyumas, Karanganyar, Kebumen, Kota Padang, Kota Surakarta, Purworejo, Rembang, Sukoharjo, Wonogiri, Wonosobo (Adm2)."
2016-9225-KHM,2016,9225,,Natural,Climatological,Drought,Drought,,,Cambodia,KHM,South-Eastern Asia,Asia,"Banteay Meanchey, Battambang, Pursat, Kampong Speu provinces",,Water shortage,,,,,,,Km2,,,,,2016,5,,2016,5,,,,2500000,,2500000,,,,,,,88.57345288,1,791;792;795;809,,"Banteay Meanchey, Battambang, Kampong Speu, Pursat (Adm1)."
2016-0019-IDN,2016,0019,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Maluku, Maluku Utara provinces",,,,,,,,6,Richter,-3.863,127.229,,,2016,1,16,2016,1,16,,8,360,,368,,,,,,,88.57345288,1,73615;73616,,"Maluku, Maluku Utara (Adm1)."
2016-0156-IDN,2016,0156,,Natural,Hydrological,Landslide,Landslide,,,Indonesia,IDN,South-Eastern Asia,Asia,"Sibolangit (Deli Serdang district, Sumatera Utara province, Sumatra Isl.)",Heavy rains,,,,,,,,,,,,,2016,5,15,2016,5,15,15,,,,,,,,,,,88.57345288,2,,73669,Deli Serdang (Adm2).
2016-0208-IDN,2016,0208,,Technological,Technological,Transport accident,Water,,,Indonesia,IDN,South-Eastern Asia,Asia,Papua,,,,,,,,,,,,,,2016,6,26,2016,6,26,12,,1,,1,,,,,,,88.57345288,,,,
2016-0057-IDN,2016,0057,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Jambi; Sanggau, Sambas, Bengkayang, Landak districts (West Kalimantan); Pasuruan (East Java Province); Garut (West Java Province)",Heavy monsoonal rains,,,,,,,,Km2,,,,,2016,2,19,2016,2,24,,,30000,,30000,,,,,,,88.57345288,1;2,1518,18012;18091;18105;73652;73773;73839,"Jambi (Adm1). Bengkayang, Garut, Landak, Pasuruan, Sambas, Sanggau (Adm2)."
2016-0015-MEX,2016,0015,,Technological,Technological,Transport accident,Road,,,Mexico,MEX,Central America,Americas,Atoyac (Vercaruz state),,,,,,,,,,,,,,2016,1,11,2016,1,11,21,,,,,,,,,,,88.57345288,,,,
2016-0067-MEX,2016,0067,,Technological,Technological,Transport accident,Road,,,Mexico,MEX,Central America,Americas,Durango state,,,,,,,,,,,,,,2016,2,28,2016,2,28,12,28,,,28,,,,,,,88.57345288,,,,
2016-0144-MEX,2016,0144,,Technological,Technological,Industrial accident,Explosion,,Petrochimical plant,Mexico,MEX,Central America,Americas,Coatzacoalcos (Veracruz),,,,,,,,,m3,,,,,2016,4,21,2016,4,21,32,100,,,100,,,,,,,88.57345288,,,,
2016-0023-THA,2016,0023,,Natural,Meteorological,Extreme temperature,Cold wave,,,Thailand,THA,South-Eastern Asia,Asia,"Chai Nat Province, Bangkok, Chiang Rai, Phetchabum",,,,,,,,9,�C,,,,,2016,1,20,2016,1,26,14,,,,,,,,,,,88.57345288,1,2853;2856;2860;2892,,"Bangkok, Chainat, Chiang Rai, Phetchabun (Adm1)."
2016-0225-THA,2016,0225,,Technological,Technological,Miscellaneous accident,Fire,,Dormitory,Thailand,THA,South-Eastern Asia,Asia,Chiang Rai,,,,,,,,,,,,,,2016,5,23,2016,5,23,17,5,,,5,,,,,,,88.57345288,,,,
2013-9478-ZWE,2013,9478,OT-2013-000150,Natural,Climatological,Drought,Drought,,,Zimbabwe,ZWE,Eastern Africa,Africa,"Manicaland, Masvingo, Matabeleland North, Matabeleland South, Mashonaland Central, Midlands provinces","Slow onset of rainy season followed by severe flooding and then long dry spell, El Nino",Food shortage,Water shortage,Yes,,Yes,,,Km2,,,,,2013,1,,2017,1,,,,4300000,,4300000,,,,,500000,581587,85.97164225,1,3437;3438;3441;3443;3444;69549;69550,,"Manicaland, Mashonaland Central, Mashonaland East, Masvingo, Matabeleland North, Matabeleland South, Midlands (Adm1)."
2013-0579-USA,2013,0579,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"Texas, Oklahoma, Louisiana provinces",,Hail,,,,Yes,,,Kph,,,,,2013,2,24,2013,2,25,1,,,,,,,800000,930539,1100000,1279492,85.97164225,1,3232;3250;3257,,"Louisiana, Oklahoma, Texas (Adm1)."
2013-0550-USA,2013,0550,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,Cleon and Dion,United States of America (the),USA,Northern America,Americas,"Alabama, Arkansas, Connecticut, Delaware, Florida, Georgia, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Mississippi, New Hampshire, New Jersey, New York, North Carolina, Oklahoma, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Vermont, Virginia, West Virginia provinces",,,,,,,,,Kph,,,,,2013,12,1,2013,12,9,20,,,,,,,62500,72698,100000,116317,85.97164225,1,3214;3217;3220;3221;3223;3224;3231;3232;3233;3234;3235;3238;3243;3244;3246;3247;3250;3252;3253;3254;3256;3257;3259;3260;3262,,"Alabama, Arkansas, Connecticut, Delaware, Florida, Georgia, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Mississippi, New Hampshire, New Jersey, New York, North Carolina, Oklahoma, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Vermont, Virginia, West Virginia (Adm1)."
2013-0548-USA,2013,0548,,Natural,Meteorological,Storm,Convective storm,Severe storm,,United States of America (the),USA,Northern America,Americas,"Louisiana, South Carolina, Mississippi provinces",,,,,,,,,Kph,,,,,2013,3,18,2013,3,19,2,,,,,,,1600000,1861079,2200000,2558983,85.97164225,1,3232;3238;3254,,"Louisiana, Mississippi, South Carolina (Adm1)."
